,movie_id,title,genre,description
617,621,My Favorite Season (1993),Drama,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites ..."
618,623,"Modern Affair, A (1995)",Romance,"""A Modern Affair"" is a romantic comedy about the strain of contemporary relationships, one woman's urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect ..."
619,624,Condition Red (1995),Action Drama Thriller,Prison guard falls in love with inmate. She wants him to let her escape.
620,625,Asfour Stah (1990),Drama,A coming-of-age comedy/drama set in Tunisia. Twelve-year-old Noura is an impressionable boy who must learn to reconcile two conflicting worlds - the loving world of Muslim women and the ...
621,626,"Thin Line Between Love and Hate, A (1996)",Comedy,"An observable, fast-talking party man Darnell Wright, gets his punishment when one of his conquests takes it personally and comes back for revenge in this 'Fatal Attraction'-esque comic ..."
622,627,"Last Supper, The (1995)",Drama Thriller,
623,628,Primal Fear (1996),Drama Thriller,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
624,629,Rude (1995),Drama,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an ..."
625,630,Carried Away (1996),Drama Romance,"Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, ..."
626,631,All Dogs Go to Heaven 2 (1996),Animation Children's Musical,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home."
627,632,Land and Freedom (Tierra y libertad) (1995),War,David is an unemployed communist that comes to Spain in 1937 during the civil war to enroll the republicans and defend the democracy against the fascists. He makes friends between the soldiers.
628,633,Denise Calls Up (1995),Comedy,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by ..."
629,634,Theodore Rex (1995),Comedy,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon."
630,635,"Family Thing, A (1996)",Comedy Drama,"Earl Pilcher, Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining ..."
631,636,Frisk (1995),Drama,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose ..."
632,637,Sgt. Bilko (1996),Comedy,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure."
633,638,Jack and Sarah (1995),Romance,A young American woman becomes a nanny in the home of a recent British widower.
634,639,Girl 6 (1996),Comedy,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.
635,640,Diabolique (1996),Drama Thriller,The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.
636,641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,The Parisian broker Steph only needs the signature from his wife Patricia for their divorce - but she left 13 years ago for living with Amazonas indians. Steph finds her in the village and ...
637,642,Roula (1995),Drama,A prosperous writer of kid's books falls in adore with a female which very special connection to her dad results in a terrible horror significantly changing the life of all persons engaged....
638,643,Peanuts - Die Bank zahlt alles (1996),Comedy,Peanuts - The bank pays everything.
639,644,Happy Weekend (1996),Comedy,
640,645,Nelly & Monsieur Arnaud (1995),Drama,
641,647,Courage Under Fire (1996),Drama War,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor."
642,648,Mission: Impossible (1996),Action Adventure Mystery,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization."
643,649,Cold Fever (� k�ldum klaka) (1994),Comedy Drama, Tanya 
644,650,Moll Flanders (1996),Drama,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive Priest lead Moll to rebel as a teenager, ..."
645,651,"Superweib, Das (1996)",Comedy,Franziska is kind of a romantic woman with two children and a husband who is working around the globe as a movie director. When she wants to buy a flat some day she gets in contact with ...
646,652,"301, 302 (1995)",Mystery,"Two women, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, ..."
647,653,Dragonheart (1996),Action Adventure Fantasy,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality."
648,654,Und keiner weint mir nach (1996),Drama Romance,"Leo and Marili grow up in a working class neighborhood in post world war one Munich in Germany. They make their first holy communion, fall in love for the first time, graduate from school ..."
649,655,Mutters Courage (1995),Comedy,
650,656,Eddie (1996),Comedy,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin (Whoopi Goldberg), as coach. Season victory?"
651,657,Yankee Zulu (1994),Comedy Drama, Tanya 
652,658,Billy's Holiday (1995),Drama,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage..."
653,659,Purple Noon (1960),Crime Thriller,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess."
654,660,August (1996),Drama,"Chekov's Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquility of a country house is disturbed by the arrival of the estate's tyrannical owner and his ..."
655,661,James and the Giant Peach (1996),Animation Children's Musical,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City."
656,662,Fear (1996),Thriller,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear."
657,663,Kids in the Hall: Brain Candy (1996),Comedy,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects."
658,664,Faithful (1996),Comedy,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in."
659,665,Underground (1995),War,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate."
660,666,All Things Fair (1996),Drama, Tanya 
661,667,Bloodsport 2 (1995),Action,"A talented street fighter ends up in a torturous prison camp - where he meets Sun, who teaches him humility, self-respect, and the deadliest fighting discipline: The Iron Hand. He promises Sun upon his release, he will fight in The Kumite."
662,668,Pather Panchali (1955),Drama,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work."
663,669,Aparajito (1956),Drama,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone."
664,670,"World of Apu, The (Apur Sansar) (1959)",Drama,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.
